JournalInstructions_PAD |= <calendar> 로 달력을 엽니다.
ChatOptionGossipSUMMERDOWN |= 슁글스에 가본 적이 있어? 미드우드로 들어가는 입구가 어렴풋이 보이고 그 나무들이 내려다보는 것만 봐도 콧물이 하얗게 변하지.
ChatOptionGossipSUMMERDOWN |= 지난주에 한 방랑자가 찾아와서 코퍼팟으로 가던 중에 안개 속에서 길을 잘못 들었다는 이야기를 들려줬어. 습지 주변을 산책하는 유령거미를 봤다고 말하더군. 다행히도 유령거미는 그를 보지 못했데!
ChatOptionGossipSUMMERDOWN |= 몇몇 마을 사람들은 매일 밤 정신나간 꿈을 꾼다고 말해.
ChatOptionGossipSUMMERDOWN |= 말굽이 행운을 가져다준다고 하지만 말은 이제 멸종되었으니, 이 미신은 헛소리라고 말하고 싶어.
ChatOptionGossipSUMMERDOWN |= 늪지대의 푸른 빛. 사람들은 그것이 길을 잃은 여행자의 영혼이라고 말하지. 어떤 사람들은 매우 밝은 나방이라고 말하지. 하지만 공짜로 말해주자면(돈은 따로 보관해둬)... 나방은 노래를 부르지 못해. 무엇을 하든 불빛을 따라가지 마!
ChatOptionGossipSUMMERDOWN |= 워마쉬에는 항상 비가 내리는 것 같아. 온몸을 적시는 기분 좋은 빗줄기지.
ChatOptionGossipSUMMERDOWN |= 문은 퀼의 마스터 궁수야. 너의 머리카락 속의 머릿니를 쏠 수 있지.
ChatOptionGossipMELLOWFIELDS |= 우리는 매년 채소 축제를 개최해. 질 좋은 채소를 가져와서 축제에 참여봐.
ChatOptionGossipMELLOWFIELDS |= 밴시의 노래를 들었다는 한 남자를 만난 적이 있어. 지나가던 사람이 자신을 구해주지 않았다면 죽을 때까지 걸어갔을 거라고 하더군.
ChatOptionGossipMELLOWFIELDS |= 사람마다 채소를 가장 크게 키우는 데 도움이 되는 자신만의 방법이 있지. 심지어 어떤 사람들은 결혼만 하면 채소가 더 잘 자란다고 말하는 사람도 있어!
ChatOptionGossipMELLOWFIELDS |= 먼 딥스톤의 광부들이 언젠가는 너무 깊이 파서 지구 반대편으로 나올 거라고 생각해. 그곳이 어떤 곳인지 알고 싶어. 어부들과 물고기 여인들이 지배하는 곳일 거야.
ChatOptionGossipMELLOWFIELDS |= 흥미로운 가십거리를 원해? 홉이 다시 돌아다닌다고 들었어.
ChatOptionGossipMELLOWFIELDS |= 페이는 왜 퀼을 그렇게 좋아할까? 장날에는 양의 방귀 냄새가 창문을 녹일 정도라고 들었어. 모스맨이나 드라이어드에게는 좋은 냄새일지 모르지만, 요정들은 깨끗하고 달콤한 냄새를 좋아한다고 하던데.
ChatOptionGossipMELLOWFIELDS |= 고대인들은 열반에 도달하기 위해 네 가지 물건을 받침대 위에 올려놓았어. 숭어 괭이, 알비노, 모기, 그리고 성욕이었어. 두루마리에 적힌 글귀가 바로 그거야. 못 믿겠어? 좋아요, 됐어, 어쩄든 상관없어.
ChatOptionGossipMELLOWFIELDS |= 심플우드의 님프에 관한 노래가 생각나네. '날개가 펄럭이는 것들을 조심하세요. 그들의 발톱과 끔찍한 침을 조심하십시오. 꿀을 부어 먹이되 절대 똥을 먹이지는 마세요'.
ChatOptionGossipMELLOWFIELDS |= 마쉬티트를 만나러 가봤어? 그는 트윙잉 가든에 살고 있어. 그는 약간 과일향이 나니 주변을 조심해. 그가 온실을 보러 가자고 제안하면 정중하게 거절해. 온실 안은 너무 덥거든.
ChatOptionGossipMELLOWFIELDS |= 모스맨과 드라이어드는 에르그린에 살고 있어. 그들은 퀼을 방문할 때 인간의 모습을 취한다고 하지. 나무인간은 변장할 필요를 느끼지 않아야 한다고 생각해요. 그들은 완전 포플러일 거야. 포플러! 알았어?!
ChatOptionGossipMELLOWFIELDS |= 댄서스를 보러 가봤어? 섬뜩한 소리 때문에 가는 사람은 많지 않아. 그 소리의 원인은 아무도 몰라. 다만 어떤 주인공에 의해 밝혀지면 놀라움과 기쁨을 안겨줄 화려한 비밀의 일부라는 데 내 마지막 순무를 걸고 싶어. 아니면 스스로를 더럽히게 만들 수도 있지. 둘 중 하나임에 틀림없어.
ChatOptionGossipMELLOWFIELDS |= 어느 날 밤 베티라는 노파가 댄서스에 갔는데, 다음 날 어린 소녀가 숲에서 자신이라고 주장하며 걸어 나왔다고 해. 아무도 그녀를 믿지 않았고, 그녀는 헤이븐에 재앙이 닥치지 않도록 프라일에게 제물로 바쳐졌어. 이상한 점은 아무도 늙은 베티를 다시 본 적이 없다는 것이지.
ChatOptionGossipMELLOWFIELDS |= 한 남자가 한 손에 사과를 7개, 다른 손에 사과를 12개 들고 있었다고? 그는 무엇을 가지고 있었을까? 큰 손! 소문은 아니지만, 손이 큰 남자를 조심해.
ChatOptionGossipMELLOWFIELDS |= 이 조언에 귀를 기울여야해. 미드우드에 있는 웅덩이에는 절대 서있지 마.
ChatOptionGossipMELLOWFIELDS |= 오로레가 무지개를 잡고 그 끝을 묶어 가을을 만들었데. 그녀는 무지개를 손가락에 끼고 퀼 위에서 기쁨으로 춤을 추었지. 아름다운 색채에 감탄한 그녀는 눈물을 흘렸어. 그녀의 눈물은 비처럼 내렸고, 그녀의 입김은 안개를 만들었지. 아무도 밟지 않았으면 좋겠어!
ChatOptionGossipMELLOWFIELDS |= 마을에서 심플우드로 더 깊이 들어가면 스킬을 잠금 해제하는 데 필요한 고급 전리품을 얻을 수 있다는 소문을 들었어. 더 높은 방 번호에서 시작하거나 캠프파이어에 도착하면 더 깊숙이 들어갈 수 있어. 
ChatOptionGossipMELLOWFIELDS |= 나는 역사에 대해 잘 몰라. 생물학에 대해서도 잘 몰라. 하지만 숲의 노파가 너르 가리킬 때 절대 가만히 있으면 안 된다는 건 알아.
ChatOptionGossipWOEMARSH |= 워마쉬의 사람들은 화려한 의상을 입고 서로에게 "번개 화살!"을 외치기를 좋아했던 잃어버린 연극배우 부족의 후손이야. 크게 변한 것은 없어.
ChatOptionGossipWOEMARSH |= 언젠가 믹이라는 방앗간 주인을 만난 적이 있는데, 그는 곡예사였어요. 그는 자기 자신으로 가득 차 있었어. 그는 결국 자신의 품에 안겨서 죽었지.
ChatOptionGossipWOEMARSH |= 늪 깊은 곳에는 추방된 그랜드마스터의 무덤이 있어. 그는 흉측한 얼굴에 저주를 받아 밤이면 공포의 늪을 배회하지. 그는 냄새를 싫어하기 때문에 이 모든 양초가 그를 막고 있어. 거긴 가지 않는 게 좋겠어. 그가 너를 붙잡으면 끝이야!
ChatOptionGossipWOEMARSH |= 마법의 토끼가 내 발을 바꿔놓은 적이 있어. 발가락이 뒤섞여 있었지. 이 농담이 마음에 들어?
ChatOptionGossipWOEMARSH |= 개구리 습지에서 사방에 개구리 조각상이 있는 문을 본 적이 있어? 어떤 사람들은 그 안에 전설적인 보물이 있다고 하지. 다른 사람들은 그것이 사탕으로 만들어진 땅으로 통하는 문이라고 말해. 달콤하겠네.
ChatOptionGossipWOEMARSH |= 사람들이 앉아 있는 들판과 정원 사이의 나무로 된 칸막이에 대해 어떻게 생각해? 나는 그것들을 경계하고 있어.
ChatOptionGossipWOEMARSH |= 죽음의 검은 개, 블랙 바라그는 사람이 죽기 전 일주일 동안 집 밖에 앉아 있어. 화장실이 필요한지, 뭘 먹는지 궁금하네. 검은 개가 뜯어먹을 수 있도록 눈에 보이지 않는 뼈를 밖에 놔둬야겠어.
ChatOptionGossipWOEMARSH |= 미드우드의 파첸에 관한 노래를 계속 흥얼거리게 돼. "파첸 냄새처럼 아침이 오면 나는 사라질 거야. 밤이 끝나면 파첸 냄새처럼 나는 사라질 거야, 사라질 거야, 사라질 거야". 흠, 지금 미트로프가 정말 먹고 싶어.
ChatOptionGossipWOEMARSH |= 여기 오는 길에 궁수 문을 만났어? 그녀는 드렁크힐에 있는 화려한 텐트에서 살고 있어. 새총 쏘는 법을 가르쳐줬는데 내가 너무 서툴러서 계속 바닥에 부딪혔어. 지금 생각해보면 정말 대단했어.
ChatOptionGossipWOEMARSH |= 아주 자극적인 소문을 원해? 피가 끓어오를 정도로 정말 뜨거운 소문을 원하는 거야? 머릿속에서 눈이 튀어나올 정도로 터무니없는 소문을 들으면 얼어붙은 강물에 몸을 담그고 열을 식혀야 할지도 모른다고? 나도 있는데, 너도 갖고 있어?
ChatOptionGossipWOEMARSH |= 너에게 비밀로 해야하지만 아주 흥미로운 정보를 들었어. 철금속 보도에서 광부들이 채굴을 하던 중 이상한 구조물을 발견했다더군. 그곳에 살던 광부들은 의문의 죽음을 당했고 지금은 아무도 감히 그곳에 들어가지 못해. 누군가 포털을 통해 들어와서 지옥 같은 소리를 내며 살고 있다고하네. 
ChatOptionGossipWOEMARSH |= 양탄자를 만드는 것이 생업이었던 한 여인이 있었어. 어느 날 한 페이가 그녀의 문을 두드리며 자신의 대머리를 위한 깔개를 만들어 달라고 부탁했어. 여인은 그의 수염을 다듬어 따뜻하고 포근한 양탄자를 짰어. 그는 감사의 표시로 자신의 겨드랑이 털을 그녀에게 주었지. 그녀는 이 털이 마법 같아서 절대 소진되지 않거나 치유력이 있을 거라고 생각했어. 아니었어. 땀에 젖고 쓸모없고 힘없는 겨드랑이 털 뭉치에 불과했지.
ChatOptionGossipWOEMARSH |= 동물들이 너를 쫓아 여기저기 따라다니는 게 정말 귀엽다고 들었어!
ChatOptionGossipWOEMARSH |= 이 조언을 명심해. 절대 밴시가 네 얼굴에 비명을 지르게 두지마. 넌 죽을 거야. 누가 이걸 어렵게 알아냈는지 모르겠지만, 다른 누군가가 지켜보고 있었을지도 모르겠네.
ChatOptionGossipWOEMARSH |= 히알리스가 오팔 저울을 가지고 놀고 있다고해. 그녀는 언제나 삶과 죽음을 저울질하며 저울의 균형을 유지하지. 또 코바늘 뜨개질, 숫자 그림 그리기, 병 수집을 즐긴다고 하는데, 그 말을 한 남자는 아주 취한 상태였어.
ChatOptionGossipWOEMARSH |= 핏빛 달이 밤하늘에 빛나면 숲의 괴물들이 더욱 사나워진다고 하지.
ChatOptionGossipWOEMARSH |= 모웨나 여신은 워마쉬의 늪을 다스리며 시간의 황폐화로부터 사람들을 보호한다. 어떤 목적인지는 알 수 없어. 어떤 사람들은 그것이 축복이 아니라 벌이라고 생각할 수도 있겠지. 신진 이론가들에게도 도움이 될 것 같네!
PermissionWarningMessage |= 이것을 가져갈 권한이 없습니다.
PermissionWarningMessageUse |= 이것을 사용할 권한이 없습니다.
NonSpouseBedUse |= 이것을 사용할 수 없습니다.
LONG_QUEUE |= 대기열이 너무 길어요!
COMPLETE_ORDER_THANKS |= 주문을 완료해 주셔서 감사합니다!
COMPLETE_ORDER_THANKS_SELF |= 흠 셀프 서비스, 뭐, 적어도 아이템은 받았네요.
COMPLETE_ORDER_MISSING |= 제 주문은 어디 있죠! 이건 정말 모욕적이에요!
QUEUE_WAIT |= 대기열이 엄청나네요!
QUEUE_WAIT |= 서두르세요!
QUEUE_WAIT |= 왜 기다리나요?
QUEUE_WAIT |= 너무 느려요!
QUEUE_WAIT |= 너무 느려!
QUEUE_WAIT |= 쿠우우우울.
QUEUE_WAIT |= 서둘러!
QUEUE_WAIT |= 달팽이 서비스!
QUEUE_WAIT |= 난 줄 서는 거 싫어.
QUEUE_WAIT |= 얼마나 기다려야 하나요?
QUEUE_WAIT |= 영원히 기다리는 것 같아요.
QUEUE_WAIT |= 내 평생 이렇게 오래 줄을 선 적은 처음이에요.
QUEUE_WAIT |= 서비스가 너무 느립니다.
BLACKSMITH_PLACEBO |= 조금 녹슬어 보이긴 하지만 제대로 작동하게 만들 수 있어요!
PATIENT_PLACEBO |= 일반 약보다 맛이 훨씬 좋아요.
PATIENT_PLACEBO_FAIL |= 이거 맛이 좀 웃기네요.
PATIENT_CURED |= 아아, 그게 훨씬 낫네요.
PATIENT_CURED |= 바로 티켓!
PATIENT_CURED |= 그게 성공했어요.
PATIENT_CURED |= 아, 정말 다행이네요!
PATIENT_CURED |= 일했다! 감사합니다!
PATIENT_CURED |= 훌륭한 문서입니다.
PATIENT_CURED |= 기분이 훨씬 나아졌습니다.
PATIENT_CURED |= 벌써 기분이 좋아졌어요.
PATIENT_CURED |= 일해주신 여신님께 감사드립니다.
PATIENT_CURED |= 치료되었습니다!
PATIENT_CURED |= 아, 정말 다행이네요!
PATIENT_CURED |= 너는 최고야!
PATIENT_CURED |= 잘 하셨어요! 감사해요!
PATIENT_CURED |= 결국 부풀어 오르는 것이 좋습니다.
PATIENT_CURED |= 나는 당신이 그것을 정리할 것이라는 것을 알았습니다.
PATIENT_CURED |= 많이 개선되었습니다! 감사합니다!
PATIENT_CURED |= 훨씬 나아졌습니다. 감사합니다.
PATIENT_CURED |= 고마워요.
PATIENT_CURED |= 아아아아, 좋아요!
PATIENT_NOTCURED |= 효과가 없었어요!
PATIENT_NOTCURED |= 이제 기분이 더 나빠졌어요.
PATIENT_NOTCURED |= 쓸모없어!
PATIENT_NOTCURED |= 부리를 키워, 이 꽥꽥이 새끼야!
PATIENT_NOTCURED |= 믿을 수 없을 줄 알았어.
PATIENT_NOTCURED |= 쓰레기 같은 놈.
PATIENT_NOTCURED |= 끔찍해.
PATIENT_NOTCURED |= 아직도 기분이 안 좋아.
PATIENT_NOTCURED |= 대체 나한테 뭘 준 거야?!
PATIENT_NOTCURED |= 서비스 형편없네.
PATIENT_NOTCURED |= 다음엔 내가 직접 처리할게요.
PATIENT_NOTCURED |= 끔찍한 대우.
PATIENT_NOTCURED |= 다 틀렸어.
PATIENT_NOTCURED |= 자칭 의료인이라고?
PATIENT_NOTCURED |= 박쥐가 더 나은 의사가 될 수 있어요.
PATIENT_NOTCURED |= 나 지금 아파요.
PATIENT_NOTCURED |= 와우! 네가 더 악화시켰어.
PATIENT_PARTIALCURE |= 고마워요.
PATIENT_PARTIALCURE |= 고맙습니다.
PATIENT_PARTIALCURE |= 다음에 또 봐요.
PATIENT_PARTIALCURE |= 괜찮았어요.
PATIENT_PARTIALCURE |= 내 의견은 중립을 유지하겠습니다.
PATIENT_PARTIALCURE |= 그 정도면 되겠네요.
PATIENT_PARTIALCURE |= 알겠습니다.
PATIENT_PARTIALCURE |= 이만 끊을게요.
PATIENT_PARTIALCURE |= 시간이 좀 걸리겠지.
PATIENT_PARTIALCURE |= 꽤 평균적이네요.
PATIENT_PARTIALCURE |= 나쁘지도 좋지도 않아요.
PLACE_ORDER_AWAITING_SERVICE |= 주문할게 있어요. 어서 일하러 오세요!
COMPLETE_ORDER_AWAITING_SERVICE |= 주문했으니 얼른 주세요!
PATIENT_AWAITING_SERVICE |= 안녕하세요 의사 선생님.
PATIENCE_RAN_OUT |= 그게 다에요, 이제 그만 가볼게요!
AWAITING_SERVICE_BS_BROWSER |= 아이템이 필요하니 어서 주세요!
AWAITING_SERVICE_BS_BROWSER_FARMING |= 잡초를 적당한 크기로 잘라내야 하는데 필요한 도구가 있나요?
AWAITING_SERVICE_BS_BROWSER_FARMING |= 잔디를 깎을 뭔가가 필요해요. 
AWAITING_SERVICE_BS_BROWSER_FARMING |= 잡초를 깎을 수 있는 구부러진 칼날이 필요해요.
AWAITING_SERVICE_BS_BROWSER_COLLECTING |= 뭔가를 수집할 물건이 필요해요. 그런 용도가 있나요?
AWAITING_SERVICE_BS_BROWSER_COLLECTING |= 휴대용 액체 용기가 있나요?
AWAITING_SERVICE_BS_BROWSER_COLLECTING |= 동그랗고 금속으로 된 물건은 없나요?
AWAITING_SERVICE_BS_BROWSER_WEAPON |= 모험을 떠나고 싶은데 도움이 될 만한 게 있나요?
AWAITING_SERVICE_BS_BROWSER_WEAPON |= 뾰족하고 아픈 걸 찾고 있어요.
AWAITING_SERVICE_BS_BROWSER_WEAPON |= 무기를 내놔!
AWAITING_SERVICE_BS_BROWSER_DIGGING |= 물건을 파헤쳐야 해요. 도움이 될 만한 게 있나요?
AWAITING_SERVICE_BS_BROWSER_DIGGING |= 급하게 뭔가를 묻어야 해요.
AWAITING_SERVICE_BS_BROWSER_DIGGING |= 정원에 구멍을 만들 무언가가 필요해요.
BS_BROWSER_SALE |= 감사합니다!
BS_BROWSER_SALE |= 정말 고마워요!
BS_BROWSER_SALE |= 정말 감사합니다.
BS_BROWSER_WRONGITEM_PASS |= 제가 해볼게요.
BS_BROWSER_WRONGITEM_FAIL |= 이게 어떻게 도움이 되나요?
BS_BROWSER_LOOK_ELSEWHERE |= 흠, 다른 매장도 가볼까?!
BS_BROWSER_LOOK_ELSEWHERE |= 다른 데 갈래요.
BS_BROWSER_LOOK_ELSEWHERE |= 여기보다 더 잘할 수 있어요.
ORDER_ACCEPTED |= 감사합니다, 곧 돌아올게요!
ORDER_ACCEPTED |= 감사합니다! 나중에 뵙겠습니다.
ORDER_ACCEPTED |= 금방 돌아올게요!
ORDER_DECLINED |= 말도 안 돼요, 모두에게 이 얘기를 할 거예요!
ORDER_DECLINED |= 진심이야? 흥.
ORDER_DECLINED |= 거절?! 이게 뭐야!
SHOP_CLOSED |= 아 가게 문 닫았어
FairweatherINTRO_RETURN |= 내 물건을 보러 왔나?\n내 소박한 굴에서 좋은 물건을 골랐어.\n나는 여러 곳에서 수집품을 모았지.\n가격은 언제나 그렇듯이 너의 몇 년치 생명이다.
