PIG_RACING |= 돼지 경주
UI_MusicBox_Outcome |= <VAR1>이(가) 이제 <VAR2>세가 되었습니다!

UI_GoodsStore_RemovePet |= 제거
UI_GoodsStore_ClearPlinth |= 선반 치우기
UI_GoodsStore_SetPrice |= 가격:
UI_GoodsStore_SetQuantity |= 수량:
UI_GoodsStore_Trade |= ☎<VAR2>용으로 <VAR1>을(를) 구매하시겠습니까?
UI_GoodsStore_Plinth |= <VAR1>, ☎<VAR2>

UI_Mapping_GAME_UP |= 위
UI_Mapping_GAME_DOWN |= 아래
UI_Mapping_GAME_LEFT |= 왼쪽
UI_Mapping_GAME_RIGHT |= 오른쪽
UI_Mapping_GAME_INTERACT |= 상호 작용
UI_Mapping_GAME_ACTION |= 동작
UI_Mapping_GAME_PAUSE |= 일시 중지, 옵션
UI_Mapping_GAME_ALT_USE |= Alt 동작
UI_Mapping_GAME_DISCARD |= 버리기
UI_Mapping_GAME_DISMOUNT |= 동물, 내리기
UI_Mapping_GAME_STATUS |= 정보 오버레이
UI_Mapping_GAME_INVENTORY |= 가방
UI_Mapping_GAME_SKILLS |= 진행 화면
UI_Mapping_GAME_PLAYER_INFO |= 캐릭터
UI_Mapping_GAME_MAP |= 지도
UI_Mapping_GAME_CALENDAR |= 과제, 달력
UI_Mapping_GAME_THATTERWAY |= 새터웨이
UI_Mapping_GAME_THATTERWAY |= 새터웨이
UI_Mapping_GAME_SPEED_CHANGE_GAMEPAD |= Alt 동작, 속도 변경
UI_Mapping_GAME_BUG_REPORT |= 버그 리포트
UI_Mapping_GAME_ITEM_1 |= 빠른 아이템 1
UI_Mapping_GAME_ITEM_2 |= 빠른 아이템 2
UI_Mapping_GAME_ITEM_3 |= 빠른 아이템 3
UI_Mapping_UI_MULTISELECT |= 다중 선택
UI_Mapping_UI_FINETUNE |= 미세 조정
UI_Mapping_HOTBAR_1 |= 빠른 아이템 1
UI_Mapping_HOTBAR_2 |= 빠른 아이템 2
UI_Mapping_HOTBAR_3 |= 빠른 아이템 3
UI_Mapping_HOTBAR_4 |= 빠른 아이템 4
UI_Mapping_HOTBAR_5 |= 빠른 아이템 5
UI_Mapping_HOTBAR_6 |= 빠른 아이템 6
UI_Mapping_HOTBAR_7 |= 빠른 아이템 7
UI_Mapping_HOTBAR_8 |= 빠른 아이템 8
UI_Mapping_HOTBAR_9 |= 빠른 아이템 9
UI_Mapping_HOTBAR_10 |= 빠른 아이템 10
UI_Mapping_GAME_BUBBLEHELP |= 버블 도움말
UI_Mapping_COMBAT_UP |= 위로 이동
UI_Mapping_COMBAT_DOWN |= 아래로 이동
UI_Mapping_COMBAT_BLOCK |= 방어/패리
UI_Mapping_COMBAT_ITEM |= 아이템
UI_Mapping_COMBAT_EFFIGY |= 우상
UI_Mapping_COMBAT_ENEMY_TOP |= 상단 공격
UI_Mapping_COMBAT_ENEMY_LEFT |= 중간 공격
UI_Mapping_COMBAT_ENEMY_BOTTOM |= 아래 공격
UI_Mapping_COMBAT_BOW |= 활
UI_Mapping_COMBAT_TOGGLE_WEAPON |= 무기 변경

UI_Mapping_KBMSetKey |= <VAR1> 키 설정
UI_Mapping_KBMClearKey |= <VAR1> 키 지우기
UI_Mapping_KBMCancel |= <VAR1> 취소

UI_Mapping_UI_UP |= 위
UI_Mapping_UI_DOWN |= 아래
UI_Mapping_UI_LEFT |= 왼쪽
UI_Mapping_UI_RIGHT |= 오른쪽
UI_Mapping_UI_ACCEPT |= 수락
UI_Mapping_UI_ALT |= 기능 1
UI_Mapping_UI_ALT2 |= 기능 2
UI_Mapping_UI_CANCEL |= 취소
UI_Mapping_UI_HELP |= 도움말
UI_Mapping_UI_TAB_NEXT |= 오른쪽 탭
UI_Mapping_UI_TAB_PREV |= 왼쪽 탭
UI_Mapping_UI_SECONDARYTAB_NEXT |= 탭 다운
UI_Mapping_UI_SECONDARYTAB_PREV |= 탭 업

UI_Tinker_Description_Fishmonger |= 잡화점을 생선 가게 전문화로 지정하면 다음과 같은 다양한 인센티브가 제공됩니다:\n- 새벽에 고객 수 증가\n- 고객이 생선을 구매할 가능성이 높아짐\n- 생선 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n그러나 생선을 다루는 작업에는 단점이 있습니다.\n생선가게에서 일하면 자신과 직원 모두에게 악취 특성을 적용할 수 있습니다.
UI_Tinker_Description_Bakery |= 잡화점을 제빵소 전문화로 지정하면 다양한 인센티브가 제공됩니다:\n- 아침에 고객 수 증가\n- 고객이 구운 식품을 구매할 가능성이 높아짐\n- 구운 식품 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n그러나 하루 종일 페이스트리 주위에 있는 것은 건강에 좋지 않습니다.\n제빵소에서 일하면 귀하와 귀하의 직원 모두에게 게으름 특성을 적용할 수 있습니다.
UI_Tinker_Description_Greengrocer |= 잡화점을 청과상 전문화로 지정하면 다양한 인센티브가 제공됩니다:\n- 아침에 고객 수 증가\n- 고객이 과일 및 채소를 구매할 가능성이 높아짐\n- 과일 및 채소 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n하지만 채식을 많이 하는 것은 위장에 좋지 않습니다.\n청과물 상인에서 일하면 귀하와 귀하의 직원 모두에게 방귀 특성을 적용할 수 있는 기회가 있습니다.
UI_Tinker_Description_Herbalist |= 약재상을 약초상 전문화로 지정하면 다양한 인센티브가 제공됩니다:\n- 새벽에 고객 수가 증가합니다\n- 고객이 분말 치료제를 구입할 가능성이 높아집니다\n- 분말 치료제 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n그러나 일부 천연 허브에는 이상한 부작용이 있습니다.\n약초상에서 일하면 당신과 당신의 직원 모두에게 기면증 특성을 적용할 수 있는 기회가 있습니다.
UI_Tinker_Description_ExoticCures |= 약재상을 이국적인 치료상 전문화로 지정하면 다양한 인센티브가 제공됩니다:\n- 저녁 고객 수 증가\n- 고객이 크림 치료법을 구매할 가능성이 높아짐\n- 크림 치료법 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n그러나 괴물의 내장을 다루는 작업은 사람들을 잘못된 방향으로 문지르게 할 수 있습니다\n이국적인 치료상에서 작업하면 당신과 당신의 직원 모두에게 반발 특성을 적용할 기회가 있습니다.
UI_Tinker_Description_PotionShop |= 약재상을 물약 상점 전문화로 지정하면 다양한 인센티브가 제공됩니다:\n- 오후에 고객 수가 증가합니다\n- C고객이 물약 치료제를 구매할 가능성이 높아집니다\n- 물약 치료제 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n그러나 일부 물약에서 나오는 연기에는 온갖 부작용이 있습니다.\n물약 상점에서 일하면 당신과 당신의 직원 모두에게 환상 특성을 적용할 수 있는 기회가 있습니다.
UI_Tinker_Description_WeaponsStore |= 대장간을 무기 상점 전문화로 지정하면 다양한 인센티브가 제공됩니다:\n- 저녁 고객 수 증가\n- 고객이 무기를 구매할 가능성이 높아집니다\n- 무기 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n하지만 용광로의 열기 속에서 오랜 시간 일하는 것은 상대적으로 빠르게 사람을 지치게 할 수 있습니다.\n무기 상점에서 일하면 당신과 당신의 직원 모두에게 약점 특성을 적용할 기회가 있습니다.
UI_Tinker_Description_ToolShop |= 대장간을 도구 상점 전문화로 지정하면 다양한 인센티브가 제공됩니다:\n- 아침에 고객 수 증가\n- 고객이 도구를 구매할 가능성이 높아집니다\n- 도구 판매 시 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n그러나 용광로의 열기 속에서 오랜 시간 일하는 것은 비교적 빠르게 사람을 지치게 할 수 있습니다.\n도구 상점에서 일하는 것은 당신과 당신의 직원 모두에게 약점 특성을 적용할 기회가 있습니다.
UI_Tinker_Description_JewelryStore |= 대장간을 장신구 전문화로 지정ㅇ하면 다양한 인센티브가 제공됩니다:\n- 오후에 고객 수가 증가합니다\n- 고객이 장신구와 부적을 구매할 가능성이 더 높습니다\n- 장신구와 부적을 판매할 때 보너스 평판 획득\n- 다양한 특별한 상점 특전 이용\n하지만 복잡한 섬세함을 위해 눈을 혹사하는 것은 대가를 치르게 됩니다.\n보석상에서 일하면 당신과 당신의 직원 모두에게 불면증 특성을 적용할 수 있는 기회가 있습니다.

UI_Apothecary_NPCIntro |= 선생님, 선생님! 몸이 안 좋아요.
UI_Apothecary_NPCIntro[P] |= 안녕하세요, 의사 선생님, 저는 제대로 맞았어요.
UI_Apothecary_NPCIntro[Q] |= 선생님, 선생님. 도움이 좀 필요해요.
UI_Apothecary_NPCIntro[J] |= 무슨 일이세요?
UI_Apothecary_NPCIntro[B] |= 안녕하세요, 선생님. 또 다른 품질 문제가 있어요.
UI_Apothecary_NPCIntro[C] |= 선생님, 또 다른 문제가 생겼습니다.
UI_Apothecary_PotionHelp |= 물약의 온도와 연기의 색깔을 확인합니다. 다음 재료로 넘어가기 전에 문제를 해결하세요.
UI_Apothecary_PipetteHelp |= 먼저 물약병의 내용물을 물약 가마솥에 붓습니다.
UI_Apothecary_LeaveStation |= 약재상 스테이션을 떠나시겠습니까?
UI_Apothecary_CraftingFailed |= 제작에 실패했습니다.
UI_Apothecary_NewRecipe |= 새로운 약재상 제조법을 발견했습니다!\n<VAR1>
UI_Apothecary_StoredInventory |= <VAR1> <VAR2>을(를) 가방에 저장했습니다.
UI_Apothecary_StoredInventoryForced |= 선반이 꽉 차서 <VAR1><VAR2>이(가) 가방에 저장되었습니다.
UI_Apothecary_StoredShelf |= <VAR1> <VAR2>을(를) 선반에 저장했습니다.
UI_Apothecary_StoredMix |= 선반과 가방 사이에 <VAR1> <VAR2>이(가) 저장됩니다.
UI_Apothecary_CureDiscarded |= 저장할 가치가 없는 것으로 폐기된 치료법입니다.
UI_Apothecary_Help_SharpImplement |= 날카로운 도구
UI_Apothecary_Help_Pestle |= 막자
UI_Apothecary_Help_ColourWheel |= 색상환
UI_Apothecary_Help_CauldronTemperature |= 가마솥 온도
UI_Apothecary_Help_CrusherHandle |= 분쇄기 손잡이
UI_Apothecary_Help_Ingredients |= 재료
UI_Apothecary_Help_Carousel |= 캐러셀
UI_Apothecary_Help_ExtractorBunsen |= 추출기 분젠
UI_Apothecary_Help_WaxBunsen |= 왁스 분젠
UI_Apothecary_Help_Pot |= 솥
UI_Apothecary_Craft |= 제작
UI_Apothecary_Placebo |= 위약
UI_Apothecary_UsePlacebo |= 위약을 사용하시나요?
UI_Apothecary_RecipesFor |= 다음에 대한 레시피를 강조 표시합니다:
UI_Apothecary_ForCombat |= 전투
UI_Apothecary_ForCommerce |= 상업
UI_Apothecary_ForGossip |= 험담
UI_Apothecary_ForPranks |= 장난
UI_Apothecary_ForRomance |= 로맨스
UI_Apothecary_CannotMakePotions |= 이 스테이션에서 물약을 만들 수 없습니다.
UI_Apothecary_CannotMakePowders |= 이 스테이션에서 파우더를 만들 수 없습니다.
UI_Apothecary_CannotMakeCreams |= 이 스테이션에서 크림을 만들 수 없습니다.
UI_Apothecary_WorkerActive |= 작업자 활성화
UI_Apothecary_WorkerActiveDesc |= 상점이 열려 있는 동안에는 사용할 수 없습니다.
UI_Apothecary_UseStation |= 이 스테이션을 이용하려면 ☎<VAR1>을 지불하시겠습니까?
UI_Apothecary_Rent |= 고용
UI_Apothecary_Cures |= <VAR1> 치료
UI_Apothecary_Ingredients |= 재료:
UI_Apothecary_NotAvailable |= 사용 불가
UI_Apothecary_RentCost |= 약재상 장비를 빌려서 하나의 아이템을 ☎5로 만들까요?
UI_Blacksmith_RentCost |= 대장간 장비를 빌려서 하나의 아이템을 ☎5로 만들까요?
UI_Shop_CannotUse |= 이것을 사용할 수 없습니다
UI_Shop_CannotUseWhy |= 이 상점을 소유하지 않았거나 아직 견습 과정을 잠금 해제하지 않았습니다!
UI_Shop_Quit |= <VAR1>은(는) <VAR2>에서 일을 그만뒀습니다. 직원들에게 급여를 지불하지 않으면 그들은 머물지 않을 것입니다!
UI_Apothecary_Liquid_NotEvenACream |= 매우 두꺼움
UI_Apothecary_Liquid_VeryThick |= 매우 두꺼움
UI_Apothecary_Liquid_Thick |= 너무 두꺼움
UI_Apothecary_Liquid_BitThick |= 약간 두꺼움
UI_Apothecary_Liquid_Perfect |= 완벽함
UI_Apothecary_Liquid_Good |= 좋음
UI_Apothecary_Liquid_BitRunny |= 약간 묽음
UI_Apothecary_Liquid_Runny |= 너무 묽음
UI_Apothecary_Liquid_VeryRunny |= 매우 묽음
UI_Apothecary_TooManyChops |= 날카로운 도구를 아래로 누른 채로 좌우로 스와이프하여 재료를 계속 자릅니다.
UI_Apothecary_GrindPestle |= 막자를 잡고 돌려 먼지가 보이지 않을 때까지 갈아주세요.
UI_Apothecary_BashPestle |= 더 이상 먼지가 보이지 않으면 막자를 놓고 두드려주세요.

UI_Blacksmith_HitsLeft |= 남은 히트 수: <VAR1>
UI_Blacksmith_OK |= OK
UI_Blacksmith_Good |= 좋음
UI_Blacksmith_Perfect |= 완벽함
UI_Blacksmith_Miss |= 미스
UI_Blacksmith_AnvilComplete |= 내구성 <VAR1>
UI_Blacksmith_Max |= MAX
UI_Blacksmith_CoolOK |= 내구성 <VAR1>
UI_Blacksmith_Grind |= 내구성 <VAR1>
UI_Blacksmith_Mould |= 몰드
UI_Blacksmith_Sharpness |= 날카로움
UI_Blacksmith_Durability |= 내구성
UI_Blacksmith_Ore |= 광성
UI_Blacksmith_ToInventory |= 가방으로
UI_Blacksmith_ToShelf |= 선반으로
UI_Blacksmith_ToOrders |= 주문으로
UI_Blacksmith_ExtraYield |= 추가 생산량
UI_Blacksmith_ExtraYieldShelf |= 선반에 추가 생산량이 추가되었습니다.
UI_Blacksmith_Broken |= 부서짐
UI_Blacksmith_BrokenReason |= <VAR1>이(가) 파괴되었습니다.
UI_Blacksmith_VorpalWarning |= 보팔 검은 <VAR1>로 제작되어야 합니다.
UI_Blacksmith_ViewOrders |= 주문 보기
UI_Blacksmith_CustomerWaiting |= 고객이 기다리고 있습니다...
UI_Blacksmith_HangOn |= "잠깐만!"
UI_Blacksmith_Full |= 저장공간이 가득 차서 아이템이 가방으로 보내졌습니다.

UI_Cooking_RequiresStove |= 스토브가 필요합니다
UI_Cooking_RequiresOven |= 오븐이 필요합니다
UI_Cooking_Failed |= 요리를 실패했습니다
UI_Cooking_Burned |= 재료를 다 태웠어요! 재료가 익을 때까지 기다린 다음 마커를 주황색 또는 녹색 영역에 놓습니다.
UI_Cooking_Help_Grinder |= 분쇄기
UI_Cooking_Help_Ingredients |= 재료
UI_Cooking_Help_Timer |= 타이머
UI_Cooking_Help_Paddle |= 패들
UI_Cooking_Help_HeatUp |= 데우기
UI_Cooking_Help_HeatDown |= 식히기
UI_Cooking_Help_CookingMeter |= 요리 측정기
UI_Cooking_Help_ChoppingBoard |= 도마
UI_Cooking_Baking_OK |= 최상의 결과를 얻으려면 녹색 영역에 도달하세요!
UI_Cooking_Jam_Hot |= 잼이 너무 뜨거워지지 않도록 하세요!
UI_Cooking_Jam_Cold |= 잼을 너무 차갑게 두지 마세요!
UI_Cooking_Stew_Overcook |= 재료를 너무 익히지 마세요!
UI_Cooking_Rolling_Waste |= 반죽을 너무 많이 굴려서 낭비하지 마세요.
UI_Cooking_TimeUp |= 시간 다 됐어요! 시간이 다 되기 전에 모든 재료를 냄비에 다져 넣으세요.
UI_Cooking_Grinding_TimeUp |= 시간 다 됐어요! 시간이 다 떨어지기 전에 모든 재료를 갈아주세요.
UI_Cooking_Saved |= 별 등급 1개가 복구됨
UI_Cooking_ExtraStar |= 보너스 별점 부여

UI_Table_Tips |= 팁
UI_Table_Salary |= 직원 급여
UI_Table_Quit |= 직원 그만둠 - 
UI_Table_AnimalSale |= 동물 판매
UI_Table_Patient |= 환자 진료
UI_Table_Placebo |= 원료
UI_Table_MissingOrder |= 주문 누락
UI_Table_NoSale |= 판매 불가
UI_Table_NoService |= 서비스 없음
UI_Table_Decline |= 주문 거부
UI_Table_Display |= 전시
UI_Table_Display_Table |= 테이블
UI_Table_Display_Graph |= 그래프
UI_Table_Item |= 아이템
UI_Table_Sold |= 팔림
UI_Table_Income |= 소득
UI_Table_Outgoings |= 지출
UI_Table_Profit |= 이익
UI_Table_Rep |= REP
UI_Table_NoTransactions |= 거래 없음
UI_Table_Today |= 오늘
UI_Table_OneWeek |= 1 주
UI_Table_TwoWeek |= 2 주
UI_Table_OneYear |= 1 년

UI_Collection_BookCollected |= 수집한 책

UI_Inventory_ClearFilter |= 필터 지우기
UI_Inventory_NoFilter |= 필터 없음
UI_Inventory_FilterTraits |= 특성 필터링
UI_Inventory_FilterRecipe |= 현재 레시피 필터링
UI_Inventory_BottleContains |= <VAR1> 포함
UI_Inventory_Storage |= 저장소
UI_Inventory_Ingredients |= 재료
UI_Inventory_Food |= 음식
UI_Inventory_Items |= 아이템
UI_Inventory_Equipment |= 장비
UI_Inventory_Collections |= 컬렉션
UI_Inventory_Proverb |= 속담
UI_Inventory_Books |= 책
UI_Inventory_VerbSomething |= <VAR1> <VAR2>?
UI_Inventory_Recipes |= 조리법
UI_Inventory_KeyItems |= 키 아이템
UI_Inventory_FruitVeg |= 과일과 채소
UI_Inventory_Fish |= 생선
UI_Inventory_Herbs |= 허브
UI_Inventory_CookedFood |= 요리한 음식
UI_Inventory_Tools |= 장비
UI_Inventory_Ore |= 광석
UI_Inventory_Cures |= 치료제
UI_Inventory_Containers |= 용기
UI_Inventory_Weapons |= 무기
UI_Inventory_Arcane |= 아케인
UI_Inventory_Seeds |= 씨앗
UI_Inventory_Flowers |= 꽃
UI_Inventory_Gifts |= 열쇠
UI_Inventory_Apothecary |= 약재상
UI_Inventory_MonsterParts |= 몬스터 부속물
UI_Inventory_Insects |= 곤충
UI_Inventory_LoreBooks |= 지식 서적
UI_Inventory_UsefulBooks |= 유용한 책
UI_Inventory_NonsenseBooks |= 넌센스 책
UI_Inventory_Miscellaneous |= 기타
UI_Inventory_BSShelf |= 선반
UI_Inventory_BSOrders |= 주문용
UI_Inventory_BSMaterials |= 재료
UI_Inventory_DragTo |= 장착하려면 단축바로 드래그하세요.
UI_Inventory_CannotUse |= <VAR1>은(는) 가방에서 사용할 수 없습니다.
UI_Inventory_ReadMore |=  더 읽어보세요.
UI_Inventory_RatingTitle |= 별 등급 조건:
UI_Inventory_CombatRatingHelp |= 별 등급은 전투 숲으로 더 깊숙이 들어가면 높일 수 있습니다.
UI_Inventory_NoRatingTitle |= 이 아이템에 대한 별 등급 조건을 아직 발견하지 못했습니다.
UI_Inventory_Proverbs |= 속담
UI_Inventory_ProverbsMouse |= 속담 - 클릭하여 보기
UI_Inventory_ViewProverbs |= 속담 보기
UI_Inventory_View |= 보기
UI_Inventory_AddHighest |= 최고 등급 추가
UI_Inventory_AddLowest |= 최저 등급 추가
UI_Inventory_IngredientsList |= 재료:\n<VAR1>

UI_Bottle_Collect |= Collect
UI_Bottle_Keep |= Keep
UI_Bottle_AlreadyCollected |= Already collected.
UI_Bottle_NewInsect |= Found new insect!

UI_Travel |= Travel
UI_Travel_Home |= Travel back home?
UI_Travel_Circle |= Travel to The Circle?
UI_Travel_Terrarium |= Enter the Terrarium?
UI_Travel_TerrariumReturn |= Leave the Terrarium?

UI_Map_Hub |= Hub
UI_Map_WorldMap |= 세계 지도
UI_Map_GoddessStatue |= •여신상
UI_Map_Rootway |= •Rootway
UI_Map_Outhouse |= •Outhouse
UI_Map_Unknown |= Unvisited
UI_Map_World |= 퀼
UI_Map_Travel |= Travel to <VAR1>
UI_Map_RootwayNotFound |= •Rootway undiscovered
UI_Map_NoRootway |= •No rootway
UI_Map_NoOuthouse |= •No outhouse
UI_Map_NoGoddess |= •No Goddess statue

UI_Event_ConfirmEntries |= Confirm entries?

UI_Items_LevelAchieved |= <VAR1>level achieved!
UI_Items_Level |= Level <VAR1>

UI_Character_Name |= 이름
UI_Character_Family |= 가문
UI_Character_Skills |= 플레이어 진행 상황
UI_Character_Stats |= 능력치
UI_Character_Home |= 집
UI_Character_Traits |= 특성
UI_Character_PermanentTraits |= 영구 특성
UI_Character_TemporaryTraits |= 임시 특정
UI_Character_Head |= 머리
UI_Character_Hair |= 머리카락
UI_Character_Skin |= 피부
UI_Character_WhoAreYou |= 당신은 누구인가요?
UI_Character_WhatName |= 당신의 이름은 무엇인가요?
UI_Character_NameA |= 로빈
UI_Character_NameB |= 로빈
UI_Character_Talents |= 재능

UI_Time_AM |= am
UI_Time_PM |= pm
UI_Time_Today |= 오늘
UI_Time_Tomorrow |= 내일
UI_Time_today |= 오늘
UI_Time_tomorrow |= 내일
UI_Time_Year |= 년
